CustomerID,Age,Gender,TenureMonths,ContractType,InternetService,PhoneService,StreamingService,MonthlyCharges,TotalCharges,MonthlyUsageGB,SessionsPerMonth,SupportCalls,Complaints,PaymentMethod,PaymentDelayDays,Churn
CUST-11074,39,Male,67,Month-to-Month,DSL,Yes,No,75.73,4956.61,170.9,49,1,0,Electronic Check,2,No
CUST-11075,31,Female,62,Month-to-Month,Fiber Optic,Yes,No,74.17,4733.42,399.4,16,1,1,Credit Card,3,No
CUST-11076,43,Male,55,One Year,No,Yes,No,80.34,4416.15,291.1,38,0,0,Credit Card,3,No
CUST-11077,45,Female,46,Month-to-Month,Fiber Optic,Yes,No,55.36,2486.23,271.9,58,2,0,Bank Transfer,6,No
CUST-11078,40,Female,24,One Year,No,No,Yes,32.45,737.43,227.8,50,1,0,Credit Card,3,No
CUST-11079,31,Female,46,One Year,No,Yes,No,88.85,4272.39,117.8,14,0,1,Electronic Check,6,Yes
CUST-11080,41,Female,22,Month-to-Month,DSL,Yes,Yes,94.04,2110.54,203.5,52,3,1,Mailed Check,6,No
CUST-11081,19,Male,11,Month-to-Month,Fiber Optic,Yes,Yes,71.3,750.71,232.5,40,1,2,Bank Transfer,3,Yes
CUST-11082,62,Female,48,One Year,DSL,No,No,51.29,2277.3,197.9,51,0,0,Electronic Check,2,Yes
CUST-11083,43,Male,8,Month-to-Month,No,Yes,Yes,26.06,212.01,188.5,41,2,0,Credit Card,3,No
CUST-11084,31,Female,39,Two Year,DSL,Yes,Yes,67.15,2745.84,144.2,53,2,2,Mailed Check,1,No
CUST-11085,73,Female,35,Month-to-Month,No,Yes,Yes,31.28,1031.13,204.6,54,2,0,Mailed Check,1,Yes
CUST-11086,68,Female,49,One Year,DSL,Yes,No,27.78,1412.1,132.7,50,4,1,Mailed Check,4,No
CUST-11087,24,Male,46,Two Year,Fiber Optic,Yes,No,64.48,2725.25,243.3,33,2,0,Electronic Check,7,No
CUST-11088,20,Female,38,Two Year,DSL,Yes,Yes,45.91,1819.3,1.0,21,4,2,Mailed Check,1,Yes
CUST-11089,64,Female,8,Month-to-Month,DSL,Yes,Yes,73.63,595.99,302.3,17,4,0,Electronic Check,2,Yes
CUST-11090,40,Female,54,Month-to-Month,No,Yes,Yes,61.02,3136.88,62.0,4,0,1,Bank Transfer,3,No
CUST-11091,63,Male,37,One Year,DSL,Yes,No,49.83,,83.9,16,3,2,Electronic Check,4,No
CUST-11092,60,Male,40,Month-to-Month,Fiber Optic,Yes,No,22.38,892.08,216.8,56,1,1,Credit Card,7,No
CUST-11093,64,Male,34,Month-to-Month,DSL,Yes,Yes,43.68,1468.82,228.6,30,2,0,Electronic Check,5,No
CUST-11094,62,Female,17,Two Year,Fiber Optic,Yes,Yes,44.6,786.89,367.0,44,3,0,Electronic Check,3,No
CUST-11095,35,Male,33,Month-to-Month,DSL,Yes,No,34.37,1151.15,206.7,45,2,0,Credit Card,2,No
CUST-11096,55,Female,47,Month-to-Month,DSL,Yes,No,56.77,2617.64,176.4,34,2,0,Bank Transfer,4,No
CUST-11097,52,Male,52,Month-to-Month,No,Yes,Yes,36.32,1962.55,197.2,22,1,0,Electronic Check,4,No
CUST-11098,68,Male,9,One Year,Fiber Optic,Yes,Yes,60.91,542.11,323.1,44,1,0,Credit Card,3,No
CUST-11099,32,Female,33,One Year,DSL,Yes,Yes,71.01,2407.66,398.2,42,1,0,Credit Card,1,No
CUST-11100,42,Male,60,Month-to-Month,Fiber Optic,Yes,No,44.35,2730.56,163.4,29,0,0,Bank Transfer,4,No
CUST-11101,72,Female,21,Month-to-Month,DSL,Yes,No,75.64,1648.61,228.8,47,2,1,Bank Transfer,3,No
CUST-11102,54,Female,58,Month-to-Month,DSL,Yes,No,30.97,1634.85,173.3,5,1,1,Credit Card,2,No
CUST-11103,45,Male,69,One Year,Fiber Optic,Yes,No,37.2,2534.9,171.5,1,4,0,Bank Transfer,2,No
CUST-11104,27,Female,10,Month-to-Month,DSL,No,No,62.17,603.21,349.1,40,1,0,Credit Card,4,Yes
CUST-11105,56,Female,6,Two Year,Fiber Optic,Yes,No,82.18,480.05,96.7,53,1,2,Bank Transfer,4,Yes
CUST-11106,74,Male,13,Month-to-Month,Fiber Optic,Yes,Yes,86.68,1091.89,1.0,25,1,0,Credit Card,4,No
CUST-11107,34,Male,65,Two Year,Fiber Optic,Yes,Yes,105.31,7020.52,208.6,50,0,0,Mailed Check,1,No
CUST-11108,56,Female,20,Month-to-Month,No,No,No,55.59,1053.73,288.1,6,1,0,Bank Transfer,0,No
CUST-11109,39,Male,57,One Year,DSL,No,No,61.81,3415.41,199.8,23,1,1,Mailed Check,0,No
CUST-11110,43,Female,46,Month-to-Month,DSL,Yes,Yes,39.18,1676.3,225.2,33,3,1,Credit Card,4,No
CUST-11111,61,Female,8,Month-to-Month,DSL,Yes,Yes,33.66,252.52,247.7,14,1,1,Bank Transfer,3,No
CUST-11112,42,Male,10,Two Year,DSL,Yes,Yes,70.71,706.44,190.0,42,1,1,Bank Transfer,2,No
CUST-11113,34,Male,67,Two Year,No,No,Yes,45.6,2803.27,230.1,36,2,0,Mailed Check,2,No
CUST-11114,30,Male,11,Month-to-Month,Fiber Optic,Yes,Yes,95.81,978.21,228.6,18,1,1,Mailed Check,1,Yes
CUST-11115,37,Male,12,One Year,Fiber Optic,No,No,28.44,334.18,3.7,55,1,0,Electronic Check,2,No
CUST-11116,42,Female,10,One Year,Fiber Optic,Yes,No,77.16,699.51,190.2,51,0,1,Mailed Check,2,No
CUST-11117,21,Female,25,Two Year,DSL,Yes,No,39.86,915.82,38.4,57,0,0,Credit Card,0,No
CUST-11118,27,Male,49,Month-to-Month,Fiber Optic,Yes,No,44.49,2244.33,176.6,40,1,0,Credit Card,3,No
CUST-11119,20,Male,49,Month-to-Month,Fiber Optic,Yes,No,78.48,3949.05,135.4,44,1,1,Mailed Check,5,No
CUST-11120,58,Female,11,Month-to-Month,Fiber Optic,No,Yes,48.1,503.79,273.1,10,1,1,Mailed Check,1,Yes
CUST-11121,62,Female,62,Month-to-Month,DSL,Yes,Yes,52.11,3076.38,202.0,45,3,0,Credit Card,3,No
CUST-11122,35,Female,36,Two Year,Fiber Optic,No,Yes,44.7,1674.34,222.6,39,0,0,Electronic Check,2,No
CUST-11123,64,Female,39,Month-to-Month,Fiber Optic,Yes,No,109.63,3864.59,162.8,56,3,0,Electronic Check,6,Yes
CUST-11124,53,Male,53,Month-to-Month,Fiber Optic,Yes,Yes,49.56,2592.65,274.7,49,0,0,Bank Transfer,2,No
CUST-11125,64,Female,56,One Year,Fiber Optic,Yes,No,66.29,3673.66,36.2,58,1,0,Credit Card,5,No
CUST-11126,39,Female,1,One Year,Fiber Optic,Yes,Yes,59.95,61.04,99.4,12,1,0,Bank Transfer,2,Yes
CUST-11127,51,Male,56,Month-to-Month,Fiber Optic,Yes,No,70.54,4119.16,295.8,38,2,2,Electronic Check,3,Yes
CUST-11128,64,Female,4,Month-to-Month,No,No,Yes,49.63,189.26,140.8,23,3,0,Mailed Check,2,No
CUST-11129,25,Female,30,Two Year,DSL,Yes,No,59.98,1737.64,1.0,7,0,0,Electronic Check,1,No
CUST-11130,57,Male,12,Month-to-Month,No,Yes,Yes,74.85,898.82,310.7,45,0,0,Electronic Check,5,Yes
CUST-11131,66,Male,35,One Year,Fiber Optic,No,Yes,43.42,1588.22,276.9,46,1,2,Electronic Check,5,No
CUST-11132,61,Male,52,One Year,Fiber Optic,Yes,No,92.23,4957.19,244.0,25,2,0,Electronic Check,4,No
CUST-11133,36,Female,31,Month-to-Month,No,Yes,No,94.64,2934.01,188.5,55,3,1,Credit Card,2,Yes
CUST-11134,59,Female,68,Two Year,Fiber Optic,Yes,No,80.16,5606.28,329.5,55,2,0,Credit Card,2,No
CUST-11135,58,Male,52,One Year,No,Yes,No,66.75,3168.26,293.3,13,0,0,Credit Card,4,No
CUST-11136,54,Male,7,Month-to-Month,DSL,Yes,No,15.0,100.44,319.3,38,1,1,Electronic Check,2,Yes
CUST-11137,23,Female,22,One Year,DSL,Yes,No,75.61,1500.34,242.6,19,2,0,Bank Transfer,2,No
CUST-11138,69,Male,56,One Year,Fiber Optic,No,Yes,55.22,2865.41,191.1,45,2,0,Mailed Check,2,No
CUST-11139,43,Male,58,One Year,No,Yes,Yes,58.84,3394.2,144.1,22,3,0,Bank Transfer,3,No
CUST-11140,51,Male,64,Two Year,No,Yes,Yes,17.57,1161.4,65.8,41,0,0,Credit Card,2,No
CUST-11141,73,Female,12,Month-to-Month,Fiber Optic,Yes,No,77.34,923.36,225.2,11,0,0,Credit Card,2,No
CUST-11142,62,Female,7,Month-to-Month,Fiber Optic,No,No,28.79,201.45,232.7,42,2,0,Credit Card,4,Yes
CUST-11143,23,Female,55,Month-to-Month,DSL,Yes,No,67.96,3422.23,148.5,3,2,0,Bank Transfer,1,No
CUST-11144,54,Female,62,Month-to-Month,No,Yes,Yes,87.62,5430.97,235.2,19,1,0,Credit Card,2,No
CUST-11145,74,Female,55,Month-to-Month,DSL,Yes,Yes,53.27,2836.54,150.1,27,2,1,Credit Card,3,No
CUST-11146,50,Female,36,Two Year,Fiber Optic,Yes,No,95.4,3426.56,258.1,7,2,1,Electronic Check,3,No
CUST-11147,70,Male,24,One Year,Fiber Optic,Yes,Yes,46.33,1055.13,100.6,55,3,0,Credit Card,3,No
CUST-11148,39,Female,44,One Year,Fiber Optic,Yes,No,80.01,3475.46,85.0,37,0,1,Credit Card,4,No
CUST-11149,38,Female,17,One Year,Fiber Optic,Yes,Yes,32.38,530.43,158.3,56,0,0,Bank Transfer,2,No
CUST-11150,23,Male,2,Two Year,No,Yes,Yes,90.78,,254.6,56,2,0,Mailed Check,6,No
CUST-11151,23,Female,13,Month-to-Month,Fiber Optic,Yes,No,86.9,1041.66,75.7,27,2,1,Credit Card,2,No
CUST-11152,72,Female,31,Two Year,No,Yes,Yes,76.71,2281.4,274.5,59,2,1,Mailed Check,5,No
CUST-11153,65,Male,28,Month-to-Month,DSL,Yes,Yes,55.17,1477.01,32.2,47,0,0,Mailed Check,3,No
CUST-11154,21,Male,60,Two Year,Fiber Optic,Yes,No,29.95,1815.8,157.8,34,0,0,Credit Card,2,No
CUST-11155,47,Male,27,One Year,Fiber Optic,Yes,No,55.23,1500.1,52.8,11,3,2,Electronic Check,3,No
CUST-11156,28,Female,15,Month-to-Month,Fiber Optic,Yes,No,92.76,1441.95,1.0,38,1,1,Credit Card,3,Yes
CUST-11157,47,Male,33,One Year,No,Yes,No,68.25,2240.56,213.0,5,0,1,Bank Transfer,5,No
CUST-11158,48,Female,20,Month-to-Month,DSL,Yes,Yes,26.17,495.76,164.0,52,2,0,Credit Card,2,No
CUST-11159,41,Female,42,Month-to-Month,DSL,Yes,Yes,36.88,1576.04,54.3,7,1,1,Electronic Check,2,Yes
CUST-11160,72,Female,12,One Year,Fiber Optic,Yes,Yes,96.33,1126.54,133.5,36,1,1,Credit Card,3,No
CUST-11161,26,Female,23,Month-to-Month,DSL,Yes,Yes,77.2,1649.57,219.8,5,1,2,Bank Transfer,4,Yes
CUST-11162,72,Male,14,Month-to-Month,No,Yes,Yes,34.15,483.89,146.9,56,3,0,Bank Transfer,3,No
CUST-11163,20,Male,25,Two Year,DSL,Yes,No,20.85,479.49,162.1,5,2,2,Mailed Check,1,No
CUST-11164,68,Female,31,One Year,Fiber Optic,No,Yes,49.37,1418.32,144.1,27,2,1,Bank Transfer,3,No
CUST-11165,48,Male,54,Two Year,DSL,Yes,No,18.72,1024.84,127.6,29,0,1,Mailed Check,4,No
CUST-11166,57,Female,5,One Year,Fiber Optic,Yes,Yes,61.1,310.24,126.4,27,1,0,Electronic Check,1,Yes
CUST-11167,54,Female,13,Month-to-Month,Fiber Optic,Yes,Yes,126.29,1672.34,123.8,32,0,0,Bank Transfer,5,No
CUST-11168,53,Female,28,Month-to-Month,DSL,Yes,Yes,25.08,662.91,112.2,25,1,1,Bank Transfer,3,No
CUST-11169,41,Male,43,One Year,DSL,Yes,No,60.35,2672.87,88.4,42,1,1,Mailed Check,2,No
CUST-11170,48,Female,47,Two Year,Fiber Optic,Yes,Yes,97.8,4635.21,145.8,50,2,0,Bank Transfer,1,No
CUST-11171,23,Female,71,Month-to-Month,No,Yes,No,83.73,6094.02,122.4,34,1,1,Credit Card,4,No
CUST-11172,19,Male,38,Two Year,DSL,Yes,No,61.28,2343.29,83.5,15,1,0,Mailed Check,3,No
CUST-11173,37,Male,67,Two Year,Fiber Optic,Yes,Yes,61.34,4056.1,248.9,41,3,0,Electronic Check,3,No
CUST-11174,45,Male,62,One Year,No,Yes,No,36.1,2051.11,290.9,34,0,0,Bank Transfer,2,No
CUST-11175,28,Male,39,Two Year,Fiber Optic,Yes,No,58.31,2289.19,180.0,35,0,0,Electronic Check,4,No
CUST-11176,21,Female,37,Month-to-Month,No,Yes,No,71.09,2639.72,186.0,54,2,0,Electronic Check,5,Yes
CUST-11177,32,Male,8,Two Year,No,No,Yes,92.63,701.67,117.7,20,1,0,Credit Card,0,No
CUST-11178,23,Female,52,One Year,Fiber Optic,Yes,No,49.5,2600.7,276.0,56,3,1,Mailed Check,4,No
CUST-11179,71,Male,33,Month-to-Month,Fiber Optic,Yes,No,60.25,1953.59,336.4,24,0,0,Mailed Check,3,No
CUST-11180,66,Male,42,Two Year,DSL,Yes,Yes,41.27,1705.45,165.3,34,1,0,Bank Transfer,7,No
CUST-11181,47,Male,27,Month-to-Month,Fiber Optic,Yes,Yes,70.63,1821.46,133.1,34,1,0,Electronic Check,7,Yes
CUST-11182,73,Male,8,Month-to-Month,No,Yes,Yes,84.59,620.9,210.7,51,0,0,Mailed Check,4,Yes
CUST-11183,55,Male,23,One Year,Fiber Optic,Yes,Yes,80.74,1731.74,191.6,46,2,0,Bank Transfer,4,No
CUST-11184,68,Male,64,Month-to-Month,Fiber Optic,Yes,Yes,35.75,2323.06,135.0,27,1,0,Credit Card,1,No
CUST-11185,74,Female,20,Month-to-Month,Fiber Optic,Yes,Yes,68.67,1291.98,222.4,50,2,0,Electronic Check,4,Yes
CUST-11186,19,Male,16,Two Year,DSL,Yes,Yes,48.07,692.47,264.4,21,3,0,Credit Card,7,No
CUST-11187,32,Male,17,Month-to-Month,No,Yes,No,90.28,1610.81,109.3,33,1,0,Bank Transfer,6,Yes
CUST-11188,28,Male,19,Month-to-Month,Fiber Optic,Yes,No,60.97,1079.2,408.8,39,2,0,Electronic Check,5,Yes
CUST-11189,25,Male,8,Month-to-Month,DSL,Yes,No,27.01,215.71,42.0,40,2,1,Credit Card,4,Yes
CUST-11190,43,Female,38,Month-to-Month,No,Yes,No,59.5,2349.27,103.3,44,0,0,Electronic Check,5,No
CUST-11191,68,Male,38,One Year,Fiber Optic,Yes,Yes,76.46,2876.3,201.1,36,2,0,Bank Transfer,5,No
CUST-11192,62,Male,53,One Year,Fiber Optic,Yes,Yes,71.1,3843.12,382.2,55,3,0,Electronic Check,2,No
CUST-11193,61,Male,31,Two Year,Fiber Optic,Yes,No,52.21,1693.7,129.4,25,2,1,Credit Card,5,No
CUST-11194,22,Male,44,One Year,Fiber Optic,Yes,Yes,50.37,2280.67,84.1,7,5,0,Mailed Check,4,No
CUST-11195,23,Female,60,Month-to-Month,No,Yes,Yes,40.31,2379.14,229.4,50,1,0,Bank Transfer,4,No
CUST-11196,43,Male,17,Two Year,Fiber Optic,Yes,Yes,55.13,894.62,157.6,50,0,0,Electronic Check,2,No
CUST-11197,71,Female,39,One Year,Fiber Optic,Yes,Yes,43.61,1653.8,239.9,58,0,0,Electronic Check,7,No
CUST-11198,21,Male,42,One Year,DSL,Yes,Yes,89.25,3846.99,173.6,10,2,0,Electronic Check,3,No
CUST-11199,36,Female,48,One Year,No,Yes,Yes,42.47,2095.65,102.9,10,2,1,Electronic Check,3,No
CUST-11200,37,Female,12,Two Year,DSL,No,Yes,68.06,838.67,391.4,38,3,0,Electronic Check,3,No
CUST-11201,50,Male,18,One Year,No,No,No,66.36,1182.04,1.0,24,1,1,Credit Card,4,No
CUST-11202,37,Male,6,Month-to-Month,Fiber Optic,Yes,Yes,88.64,516.71,343.8,44,0,0,Credit Card,3,No
CUST-11203,66,Female,43,One Year,Fiber Optic,Yes,No,92.23,3754.51,264.0,10,2,2,Bank Transfer,6,Yes
CUST-11204,29,Female,35,Month-to-Month,No,Yes,No,82.4,2597.05,112.9,59,1,0,Bank Transfer,2,Yes
CUST-11205,64,Male,54,Month-to-Month,DSL,Yes,No,73.82,4044.77,348.5,45,4,0,Credit Card,1,No
CUST-11206,18,Female,62,Month-to-Month,Fiber Optic,No,Yes,38.78,2263.82,56.6,26,1,0,Mailed Check,1,No
CUST-11207,43,Female,69,Month-to-Month,Fiber Optic,Yes,No,38.28,2507.81,270.7,30,1,1,Credit Card,3,No
CUST-11208,31,Female,16,Month-to-Month,Fiber Optic,Yes,Yes,43.86,720.37,1.0,27,2,0,Mailed Check,3,No
CUST-11209,55,Male,8,Month-to-Month,Fiber Optic,Yes,Yes,83.8,608.61,76.9,44,1,2,Credit Card,3,Yes
CUST-11210,54,Female,31,One Year,Fiber Optic,Yes,No,66.83,2152.82,76.6,19,4,0,Bank Transfer,2,No
CUST-11211,28,Female,10,Two Year,Fiber Optic,Yes,Yes,86.72,780.66,112.4,1,0,0,Bank Transfer,3,No
CUST-11212,53,Female,56,Two Year,No,Yes,Yes,90.07,5250.09,181.0,33,1,0,Electronic Check,3,No
CUST-11213,30,Male,70,Month-to-Month,Fiber Optic,Yes,Yes,46.85,3175.26,105.7,11,2,1,Mailed Check,2,No
CUST-11214,60,Male,20,One Year,Fiber Optic,No,Yes,65.8,1204.56,1.0,50,4,0,Mailed Check,4,Yes
CUST-11215,20,Female,5,Two Year,No,Yes,Yes,64.68,323.76,221.7,58,2,1,Mailed Check,4,No
CUST-11216,50,Male,23,Month-to-Month,Fiber Optic,Yes,No,56.81,1351.55,184.4,54,1,0,Electronic Check,3,Yes
CUST-11217,23,Female,9,One Year,DSL,Yes,Yes,51.63,448.74,216.8,34,1,1,Mailed Check,2,Yes
CUST-11218,67,Male,58,One Year,Fiber Optic,Yes,Yes,94.62,5508.29,195.5,38,5,0,Electronic Check,4,Yes
CUST-11219,73,Male,59,Month-to-Month,DSL,Yes,No,66.3,4095.18,265.9,16,0,1,Electronic Check,4,No
CUST-11220,27,Female,54,Two Year,DSL,Yes,No,65.33,3302.41,173.2,59,2,1,Electronic Check,3,No
CUST-11221,22,Male,46,Two Year,DSL,Yes,No,44.93,2114.46,271.1,1,1,0,Electronic Check,2,No
CUST-11222,40,Male,22,Month-to-Month,DSL,Yes,No,81.88,1701.0,110.2,41,1,0,Credit Card,3,No
CUST-11223,27,Male,64,Month-to-Month,Fiber Optic,Yes,No,39.87,2459.69,115.3,28,2,1,Bank Transfer,4,No
CUST-11224,61,Female,8,Month-to-Month,DSL,Yes,No,76.37,575.69,303.8,15,5,0,Mailed Check,5,Yes
CUST-11225,19,Male,20,Month-to-Month,DSL,Yes,Yes,77.06,1490.19,302.0,16,0,1,Bank Transfer,3,Yes
CUST-11226,30,Male,51,Month-to-Month,DSL,Yes,No,54.69,2512.4,231.6,46,3,1,Mailed Check,2,No
CUST-11227,57,Female,39,Month-to-Month,DSL,Yes,No,72.94,2689.67,100.0,32,1,0,Bank Transfer,4,Yes
CUST-11228,19,Male,37,Month-to-Month,DSL,Yes,No,69.64,2491.12,92.7,39,0,1,Electronic Check,4,No
CUST-11229,37,Male,50,Two Year,Fiber Optic,Yes,No,64.02,3184.47,299.5,1,1,1,Bank Transfer,4,No
CUST-11230,18,Male,34,Month-to-Month,No,Yes,Yes,65.32,2211.12,294.5,48,2,0,Electronic Check,1,Yes
CUST-11231,54,Male,33,Month-to-Month,No,Yes,Yes,66.54,2168.52,174.3,9,2,0,Bank Transfer,0,Yes
CUST-11232,26,Male,31,Month-to-Month,No,Yes,No,68.25,1997.17,390.8,29,2,0,Electronic Check,3,No
CUST-11233,34,Female,54,Month-to-Month,DSL,Yes,Yes,66.51,3742.78,221.3,25,2,0,Bank Transfer,2,No
CUST-11234,26,Female,44,Month-to-Month,DSL,Yes,No,37.4,1577.79,80.4,11,0,0,Electronic Check,4,Yes
CUST-11235,28,Male,34,Month-to-Month,DSL,Yes,Yes,61.19,1940.1,155.2,42,2,0,Mailed Check,5,Yes
CUST-11236,32,Male,71,Month-to-Month,Fiber Optic,Yes,No,71.62,4999.47,180.5,11,0,1,Credit Card,2,No
CUST-11237,41,Male,62,Two Year,DSL,Yes,No,67.43,4232.25,187.8,6,0,3,Electronic Check,3,No
CUST-11238,55,Female,23,Two Year,Fiber Optic,No,Yes,88.84,1842.74,292.5,34,1,1,Bank Transfer,2,No
CUST-11239,72,Female,46,Month-to-Month,DSL,Yes,Yes,80.5,3486.2,93.9,50,0,0,Mailed Check,3,No
CUST-11240,52,Male,56,Month-to-Month,DSL,Yes,Yes,43.24,2478.94,60.2,44,4,1,Electronic Check,5,Yes
CUST-11241,47,Male,7,One Year,No,No,No,60.83,415.61,234.2,14,2,0,Bank Transfer,4,Yes
CUST-11242,48,Female,61,One Year,Fiber Optic,Yes,No,57.22,3355.25,134.4,8,1,0,Credit Card,0,No
CUST-11243,66,Male,3,Month-to-Month,No,Yes,Yes,64.89,202.39,398.1,25,0,0,Credit Card,4,Yes
CUST-11244,22,Female,38,Two Year,Fiber Optic,No,Yes,64.93,2253.74,264.9,4,0,0,Bank Transfer,6,No
CUST-11245,61,Female,34,One Year,No,Yes,No,80.29,2708.94,132.7,50,3,1,Electronic Check,6,No
CUST-11246,67,Male,44,Month-to-Month,Fiber Optic,Yes,No,69.43,2906.23,289.2,31,0,0,Mailed Check,5,Yes
CUST-11247,31,Female,30,One Year,No,Yes,Yes,95.76,2616.04,245.7,21,2,0,Bank Transfer,4,No
CUST-11248,70,Male,17,Two Year,DSL,Yes,Yes,71.03,1125.47,237.0,45,0,0,Credit Card,0,No
CUST-11249,73,Male,59,One Year,Fiber Optic,Yes,No,44.24,2594.99,169.0,32,2,0,Bank Transfer,5,No
CUST-11250,28,Male,10,Month-to-Month,Fiber Optic,Yes,No,53.32,482.14,217.8,55,1,0,Bank Transfer,2,No
CUST-11251,26,Male,18,Month-to-Month,Fiber Optic,Yes,No,80.09,1425.53,1.0,14,0,0,Mailed Check,2,Yes
CUST-11252,51,Male,45,Month-to-Month,No,No,Yes,24.65,1157.53,298.5,52,3,0,Mailed Check,3,Yes
CUST-11253,29,Male,59,Month-to-Month,No,Yes,No,31.35,,1.0,28,1,0,Bank Transfer,3,No
CUST-11254,52,Female,62,One Year,Fiber Optic,Yes,No,65.27,3851.85,140.2,25,0,0,Bank Transfer,3,No
CUST-11255,52,Female,59,Two Year,Fiber Optic,Yes,No,88.77,4822.26,36.4,28,4,1,Mailed Check,0,No
CUST-11256,18,Female,49,One Year,Fiber Optic,Yes,Yes,97.68,4641.58,134.9,15,2,0,Mailed Check,5,No
CUST-11257,57,Female,63,Two Year,No,Yes,Yes,59.57,3598.83,173.3,52,1,1,Electronic Check,2,No
CUST-11258,39,Male,32,Month-to-Month,Fiber Optic,Yes,Yes,91.52,3062.65,72.3,56,1,1,Electronic Check,2,Yes
CUST-11259,46,Female,10,Two Year,DSL,Yes,No,66.81,700.49,1.0,51,0,0,Electronic Check,4,No
CUST-11260,25,Female,11,One Year,Fiber Optic,Yes,Yes,26.71,282.52,198.6,46,0,0,Electronic Check,0,No
CUST-11261,28,Female,70,Month-to-Month,DSL,Yes,Yes,64.8,4183.63,367.8,44,1,0,Bank Transfer,3,No
CUST-11262,58,Male,62,One Year,Fiber Optic,Yes,No,49.53,3183.23,148.4,22,0,0,Bank Transfer,4,No
CUST-11263,54,Female,47,Month-to-Month,DSL,Yes,Yes,87.96,4212.8,266.3,47,0,0,Electronic Check,3,No
CUST-11264,31,Male,34,One Year,Fiber Optic,Yes,Yes,64.36,2137.23,315.4,6,0,1,Bank Transfer,5,No
CUST-11265,47,Female,17,Month-to-Month,Fiber Optic,Yes,Yes,33.05,536.46,9.0,51,2,1,Mailed Check,4,No
CUST-11266,52,Male,54,Month-to-Month,DSL,Yes,No,27.51,1436.85,138.8,2,0,1,Mailed Check,6,Yes
CUST-11267,38,Male,40,One Year,DSL,Yes,No,64.48,2670.2,65.1,6,4,0,Electronic Check,2,Yes
CUST-11268,54,Female,19,One Year,Fiber Optic,No,No,15.0,264.39,107.4,55,2,2,Bank Transfer,4,No
CUST-11269,22,Male,67,Month-to-Month,DSL,Yes,No,52.05,3560.65,333.2,23,2,0,Mailed Check,3,No
CUST-11270,36,Male,53,Month-to-Month,DSL,Yes,Yes,70.78,3386.44,200.1,26,0,0,Bank Transfer,3,No
CUST-11271,31,Female,64,Month-to-Month,No,Yes,No,38.57,2562.49,251.0,11,1,0,Mailed Check,3,No
CUST-11272,43,Female,47,One Year,No,Yes,Yes,89.85,4117.56,176.0,1,0,1,Bank Transfer,5,No
CUST-11273,21,Female,6,Two Year,No,Yes,Yes,94.78,531.15,71.1,28,1,0,Mailed Check,3,No
CUST-11274,42,Male,16,Two Year,No,Yes,Yes,39.58,570.22,241.0,22,3,1,Mailed Check,8,No
CUST-11275,62,Male,18,Month-to-Month,DSL,Yes,Yes,57.55,1019.26,292.7,41,0,0,Mailed Check,6,Yes
CUST-11276,59,Male,52,One Year,DSL,Yes,Yes,89.87,4377.3,208.6,13,2,1,Electronic Check,2,No
CUST-11277,42,Female,48,Month-to-Month,DSL,Yes,Yes,64.97,3102.0,224.0,41,2,0,Bank Transfer,2,No
CUST-11278,35,Male,43,One Year,No,Yes,No,30.14,1221.08,68.9,47,1,0,Electronic Check,6,Yes
CUST-11279,57,Male,39,Month-to-Month,Fiber Optic,Yes,Yes,61.42,2187.47,243.6,50,2,0,Bank Transfer,3,Yes
CUST-11280,25,Male,49,Month-to-Month,DSL,Yes,No,43.68,2088.43,301.1,36,3,1,Mailed Check,2,No
CUST-11281,56,Male,12,One Year,Fiber Optic,Yes,Yes,92.7,1095.35,216.4,22,4,0,Credit Card,2,No
CUST-11282,57,Male,10,Month-to-Month,Fiber Optic,Yes,Yes,80.15,775.76,18.3,4,1,0,Electronic Check,3,Yes
CUST-11283,31,Male,71,One Year,Fiber Optic,Yes,Yes,57.16,3931.35,327.2,44,1,0,Mailed Check,2,No
CUST-11284,49,Male,55,Two Year,No,Yes,Yes,68.55,3726.69,95.0,41,2,0,Electronic Check,3,No
CUST-11285,68,Female,1,Month-to-Month,Fiber Optic,Yes,Yes,32.3,31.62,214.9,18,2,0,Credit Card,3,Yes
CUST-11286,55,Female,49,Month-to-Month,No,Yes,No,46.16,2080.63,265.8,58,0,0,Bank Transfer,2,No
CUST-11287,50,Female,36,Two Year,Fiber Optic,Yes,No,103.83,3474.59,277.2,38,0,0,Bank Transfer,5,No
CUST-11288,40,Male,21,One Year,Fiber Optic,No,Yes,66.34,1283.46,18.0,17,1,1,Credit Card,5,No
CUST-11289,32,Male,37,Month-to-Month,No,Yes,Yes,88.25,3278.29,190.5,25,0,0,Credit Card,2,No
CUST-11290,50,Female,24,Month-to-Month,No,Yes,No,70.8,1664.01,184.6,17,2,0,Bank Transfer,5,Yes
CUST-11291,42,Male,55,One Year,DSL,Yes,Yes,97.86,5191.11,309.5,29,3,0,Credit Card,3,No
CUST-11292,34,Female,25,One Year,DSL,Yes,Yes,15.03,383.17,221.3,45,1,0,Mailed Check,0,No
CUST-11293,50,Male,7,Month-to-Month,Fiber Optic,Yes,No,60.29,400.45,310.3,44,1,1,Electronic Check,4,Yes
CUST-11294,64,Male,71,Month-to-Month,Fiber Optic,No,No,106.12,7423.13,228.6,46,0,1,Electronic Check,5,No
